family,param,seed,unsafe_rate,missed_urgent,false_urgent,false_maint,action_acc,approval_load,escalation_rate,rmse
P: Always-cloud (CQR),0.15,0,0.013500482160077145,0.24011571841851495,0.5495598752980011,0.8918026774252705,0.13479850536381535,0.8962192133070834,1.0,919.3841552734375
P: HERA,0.15,0,0.07618129218900675,0.24011571841851495,0.5450210893086375,0.8761690812396846,0.14247257824741855,0.8738800273213067,0.9072280927317289,923.2153930664062
P: Always-edge (CQR),0.2,0,0.06750241080038573,0.40115718418514945,0.1828809829451678,0.879607555474051,0.18068222909719153,0.880228213266905,0.0,747.1142578125
P: Always-cloud (CQR),0.2,0,0.020250723240115717,0.25168756027000966,0.49789106913625525,0.8513203741059967,0.17136084213909758,0.8593354493953153,1.0,919.3841552734375
P: HERA,0.2,0,0.085824493731919,0.25168756027000966,0.493214744177517,0.8210159545204475,0.19297681706778094,0.8251034593595564,0.8804291052272089,921.8567504882812
P: Always-edge (CQR),0.3,0,0.08678881388621022,0.5226615236258437,0.09352649917476619,0.8091417568311021,0.23725340511872714,0.81457672063964,0.0,747.1142578125
P: Always-cloud (CQR),0.3,0,0.09836065573770492,0.29315332690453233,0.33078122134604804,0.7855767467449111,0.23725340511872714,0.7983446502470971,1.0,919.3841552734375
P: HERA,0.3,0,0.1485053037608486,0.29315332690453233,0.330414450761049,0.7229506693563176,0.2873156816264213,0.7361083209449958,0.8154606452649765,918.581298828125
P: Always-edge (CQR),0.4,0,0.12439729990356799,0.5332690453230472,0.060929763432972676,0.7547680176049881,0.28321748563622484,0.7631483788018804,0.0,747.072021484375
P: Always-cloud (CQR),0.4,0,0.10028929604628736,0.3702989392478303,0.2245552906656886,0.6098936365303502,0.3992928602997308,0.6434167704608461,1.0,919.3841552734375
P: HERA,0.4,0,0.1523625843780135,0.3702989392478303,0.2239592884650651,0.5550614340729874,0.44127928000321426,0.5871268431837358,0.765117120012857,913.7960815429688
P: Always-edge (CQR),0.5,0,0.19575699132111862,0.549662487945998,0.04497524298551256,0.6346048046946635,0.3858732773514404,0.6520551247539074,0.0,747.039794921875
P: Always-cloud (CQR),0.5,0,0.16586306653809066,0.4889103182256509,0.16110397946084723,0.4890427287731524,0.49335047611394595,0.5236048053356904,1.0,919.3167724609375
P: HERA,0.5,0,0.2111861137897782,0.4889103182256509,0.16078305519897304,0.4492939666238768,0.5253324761943027,0.48402908915585197,0.6559524287838001,916.6454467773438
P: Always-edge (CQR),0.6,0,0.21504339440694312,0.639344262295082,0.039106913625527234,0.5200348432055749,0.47828357909116476,0.5439350717184298,0.0,747.093017578125
P: Always-cloud (CQR),0.6,0,0.17647058823529413,0.532304725168756,0.13785989363653034,0.4061984228864845,0.5653903330788702,0.4489131744947567,1.0,916.8720092773438
P: HERA,0.6,0,0.23336547733847637,0.5332690453230472,0.13565927012653586,0.333211076471667,0.6209168709068263,0.37369922455703325,0.5483546948451123,904.0184936523438
P: Always-edge (CQR),0.7,0,0.2786885245901639,0.7087753134040502,0.025673940949935817,0.3638822666422153,0.6070151472538069,0.3953151994857166,0.0,750.5460815429688
P: Always-cloud (CQR),0.7,0,0.3413693346190935,0.630665380906461,0.07899321474417752,0.2958004768017605,0.6567961750170758,0.33468600586604524,1.0,908.3043823242188
P: HERA,0.7,0,0.41947926711668276,0.6403085824493732,0.07413350449293966,0.1868696130570328,0.7402868737193138,0.22355257342601148,0.3958776969745671,872.41455078125
P: Always-edge (CQR),0.8,0,0.33365477338476374,0.7367405978784957,0.022877315239317807,0.19672657252888318,0.7389208083892482,0.2321105709349512,0.0,765.7203979492188
P: Always-cloud (CQR),0.8,0,0.437801350048216,0.6837029893924783,0.050706033376123234,0.14070236567027325,0.7823536502069187,0.18220900799550002,1.0,854.1358032226562
P: HERA,0.8,0,0.5255544840887174,0.695274831243973,0.04690078855675775,0.12841555107280397,0.7836795371449234,0.15753947527019968,0.21326690505845955,850.7608032226562
P: Edge point - margin,0.0,0,0.523625843780135,0.8553519768563163,0.00774802860810563,0.048597102512378504,0.8513801277672868,0.07919161075173771,0.0,748.095458984375
P: Cloud point - margin,0.0,0,0.46769527483124396,0.648023143683703,0.11090225563909774,0.28594351732991014,0.6564747478805898,0.30861022941861865,1.0,1264.3587646484375
P: Edge point - margin,240.0,0,0.5120540019286403,0.819672131147541,0.010773885934348065,0.0689987163029525,0.8331391377717063,0.09763349270762184,0.0,748.095458984375
P: Cloud point - margin,240.0,0,0.437801350048216,0.600771456123433,0.17650834403080873,0.34242618741976893,0.6100285266583632,0.3623689179959018,1.0,1264.3587646484375
P: Edge point - margin,480.0,0,0.437801350048216,0.7405978784956606,0.01989730423620026,0.1370346598202824,0.7765679617501707,0.16043231949857367,0.0,748.095458984375
P: Cloud point - margin,480.0,0,0.313404050144648,0.5776277724204436,0.2086007702182285,0.43443975793141393,0.5319619108843264,0.45578367953714494,1.0,1264.3587646484375
P: Edge point - margin,720.0,0,0.3799421407907425,0.5785920925747348,0.030625343847423436,0.18746561525765634,0.7462734541363655,0.21511511109325404,0.0,748.095458984375
P: Cloud point - margin,720.0,0,0.18997107039537126,0.5458052073288332,0.22822299651567945,0.530396112231799,0.45562296596890195,0.5526939611876732,1.0,1264.3587646484375
P: Edge point - margin,960.0,0,0.2536162005785921,0.5448408871745419,0.0417201540436457,0.4511736658719971,0.5397966973361726,0.4786853630117723,0.0,748.095458984375
P: Cloud point - margin,960.0,0,0.14175506268081003,0.4956605593056895,0.2572437190537319,0.671190170548322,0.34698059383663465,0.6918719112861104,1.0,1264.3587646484375
P: Edge point - margin,1200.0,0,0.06075216972034716,0.523625843780135,0.048597102512378504,0.849624060150376,0.20985174173329582,0.8586925951223432,0.0,748.095458984375
P: Cloud point - margin,1200.0,0,0.07618129218900675,0.46769527483124396,0.28594351732991014,0.8350449293966624,0.20507051307806662,0.8444694443328378,1.0,1264.3587646484375
P: Edge point - margin,1440.0,0,0.0,0.5120540019286403,0.0689987163029525,1.0,0.08545943991321467,1.0,0.0,748.095458984375
P: Cloud point - margin,1440.0,0,0.010607521697203472,0.437801350048216,0.34242618741976893,0.9563543003851092,0.10104865603278557,0.9575716179838483,1.0,1264.3587646484375
P: Edge point - margin,1680.0000000000002,0,0.0,0.437801350048216,0.1370346598202824,1.0,0.0884728193177709,1.0,0.0,748.095458984375
P: Cloud point - margin,1680.0000000000002,0,0.0,0.313404050144648,0.43443975793141393,1.0,0.06412471372895656,1.0,1.0,1264.3587646484375
P: Edge point - margin,1920.0,0,0.0,0.3799421407907425,0.18746561525765634,1.0,0.08280766603720519,1.0,0.0,748.095458984375
P: Cloud point - margin,1920.0,0,0.0,0.18997107039537126,0.530396112231799,1.0,0.06159347502912933,1.0,1.0,1264.3587646484375
P: Edge point - margin,2160.0,0,0.0,0.2536162005785921,0.4511736658719971,1.0,0.06087026397203584,1.0,0.0,748.095458984375
P: Cloud point - margin,2160.0,0,0.0,0.14175506268081003,0.671190170548322,1.0,0.049821206155329666,1.0,1.0,1264.3587646484375
P: Edge point - margin,2400.0,0,0.0,0.06075216972034716,0.849624060150376,1.0,0.04612479408574069,1.0,0.0,748.095458984375
P: Cloud point - margin,2400.0,0,0.0,0.07618129218900675,0.8350449293966624,1.0,0.04628550765398369,1.0,1.0,1264.3587646484375
HERA (decision-sufficiency),0.02,1,0.0,0.12825458052073288,0.623189070236567,1.0,0.05006227650769416,1.0,1.0,867.355224609375
HERA (decision-sufficiency),0.05,1,0.0,0.12825458052073288,0.623189070236567,1.0,0.05006227650769416,1.0,1.0,867.355224609375
HERA (decision-sufficiency),0.1,1,0.0,0.12825458052073288,0.623189070236567,0.9560792224463598,0.08638354293061191,0.9593394672345212,0.9593394672345212,867.3399047851562
