family,param,seed,unsafe_rate,missed_urgent,false_urgent,false_maint,action_acc,approval_load,escalation_rate,rmse
Random gate,0.54,0,0.029893924783027964,0.44358727097396333,0.2321199339812947,0.9291215844489272,0.13761099280806782,0.9341476154124312,0.5416047249789063,957.0425415039062
Width gate,0.5800000000000001,0,0.0048216007714561235,0.46673095467695275,0.2477993764900055,0.9920685860993949,0.0808791032182892,0.9927277110370043,0.580015267788983,1068.9892578125
Linear score gate,0.5800000000000001,0,0.009643201542912247,0.4484088717454195,0.23473317439941316,0.9877131854025307,0.08180320623568645,0.9883884446944433,0.580015267788983,1041.04638671875
Anomaly trigger,0.5800000000000001,0,0.04628736740597879,0.4098360655737705,0.24701998899688246,0.9605721621125985,0.10876290730844952,0.9626742737755635,0.580015267788983,1028.14697265625
Random gate,0.5800000000000001,0,0.033751205400192864,0.44358727097396333,0.2381258023106547,0.9258664955070603,0.13805295512073607,0.9307726304793282,0.5747117200369641,963.6690063476562
Width gate,0.62,0,0.0057859209257473485,0.45805207328833175,0.2629745094443426,0.990418118466899,0.08140142231507895,0.991160753746635,0.619992767889429,1077.240478515625
Linear score gate,0.62,0,0.010607521697203472,0.446480231436837,0.23904272877315239,0.9866128736475335,0.08244606050865845,0.9873839848929246,0.619992767889429,1043.7459716796875
Anomaly trigger,0.62,0,0.04725168756027001,0.40405014464802314,0.2513295433706217,0.959976159911975,0.10920486962111776,0.962111776286713,0.619992767889429,1032.12255859375
Random gate,0.62,0,0.027965284474445518,0.4406943105110897,0.2440399779937649,0.9208692462864478,0.1429145405600868,0.9271565751938607,0.6159347502912933,980.9022827148438
Width gate,0.66,0,0.0057859209257473485,0.4541947926711668,0.2735191637630662,0.9866128736475335,0.08401301779902769,0.9877054120294105,0.6600104463819358,1080.4791259765625
Linear score gate,0.66,0,0.011571841851494697,0.4426229508196721,0.24853291766000365,0.9856959471850357,0.08276748764514444,0.9864197034834666,0.6600104463819358,1047.8101806640625
Anomaly trigger,0.66,0,0.04725168756027001,0.4030858244937319,0.2549972492206125,0.9577755364019805,0.1105307565591225,0.960183213467797,0.6600104463819358,1034.9320068359375
Random gate,0.66,0,0.03857280617164899,0.4416586306653809,0.25041261690812394,0.9149092242802127,0.14705291494234402,0.9209289244244445,0.6600104463819358,993.4298095703125
